issn_l,cr_year,n,h2020_n,prop
1536-867X,2020,62,0,0
1682-1769,2020,62,0,0
1932-5150,2019,62,1,0.016129032258064516
1019-6781,2020,62,1,0.016129032258064516
0011-1562,2020,62,0,0
0022-0078,2018,62,0,0
2199-241X,2018,62,0,0
2228-6187,2019,62,0,0
0003-6862,2018,62,0,0
0022-3484,2019,62,0,0
1099-8004,2019,62,0,0
0967-3911,2018,62,0,0
1935-4932,2018,62,0,0
0169-5150,2019,62,0,0
1056-8190,2018,62,1,0.016129032258064516
1553-779X,2019,62,0,0
1607-5889,2019,62,0,0
1619-1366,2019,62,2,0.03225806451612903
0741-0395,2018,62,1,0.016129032258064516
0021-1214,2020,62,0,0
1358-2267,2018,62,0,0
0011-3069,2019,62,0,0
2577-7408,2020,62,0,0
1943-0779,2018,62,0,0
0021-8294,2020,62,0,0
0003-1313,2018,62,0,0
0212-5919,2018,62,0,0
1522-8037,2020,62,0,0
0906-6691,2019,62,1,0.016129032258064516
0955-1662,2019,62,0,0
1467-3010,2020,62,0,0
0963-9462,2019,62,0,0
1749-9755,2018,62,0,0
2292-5503,2020,62,0,0
0308-8839,2019,62,1,0.016129032258064516
0012-4486,2020,62,0,0
0003-6862,2019,62,0,0
0282-0080,2020,62,2,0.03225806451612903
0272-6963,2019,62,0,0
0730-7659,2019,62,0,0
0141-7789,2019,62,1,0.016129032258064516
0972-2629,2018,62,0,0
2397-1851,2018,62,0,0
1017-6772,2020,62,0,0
1035-6908,2018,62,0,0
1359-432X,2018,62,0,0
1056-7941,2018,62,0,0
0951-2748,2019,62,0,0
1461-9555,2020,62,0,0
0340-7594,2020,62,2,0.03225806451612903
1874-8953,2018,62,1,0.016129032258064516
1035-0772,2020,62,0,0
0012-1592,2018,62,0,0
1329-1947,2019,62,0,0
0026-1335,2018,62,0,0
0142-064X,2020,62,0,0
0022-0507,2020,62,0,0
0198-6325,2019,62,1,0.016129032258064516
1476-8186,2018,62,2,0.03225806451612903
0959-9851,2019,62,0,0
1472-3581,2020,62,0,0
1016-6262,2019,62,0,0
1461-5517,2018,61,0,0
0038-1527,2018,61,0,0
1446-7887,2020,61,0,0
1538-6473,2019,61,1,0.01639344262295082
1526-9248,2019,61,0,0
1861-6755,2018,61,0,0
1874-7876,2020,61,9,0.14754098360655737
1174-5878,2020,61,0,0
1085-9489,2020,61,1,0.01639344262295082
0734-0664,2019,61,0,0
1678-7544,2018,61,1,0.01639344262295082
0263-4929,2018,61,0,0
1096-4762,2018,61,0,0
1863-2297,2018,61,0,0
2380-0844,2020,61,2,0.03278688524590164
0742-2091,2020,61,2,0.03278688524590164
2050-6120,2018,61,0,0
0931-2668,2018,61,3,0.04918032786885246
0174-3635,2020,61,0,0
1540-3009,2019,61,0,0
2475-8817,2020,61,3,0.04918032786885246
0020-8590,2019,61,0,0
0953-8259,2020,61,1,0.01639344262295082
2195-9595,2018,61,0,0
0275-5408,2019,61,2,0.03278688524590164
0260-1060,2020,61,0,0
1095-7960,2018,61,0,0
1095-7960,2019,61,0,0
1541-5856,2020,61,3,0.04918032786885246
1526-954X,2018,61,0,0
0145-482X,2020,61,0,0
1367-4935,2019,61,1,0.01639344262295082
0952-8059,2018,61,0,0
0046-8991,2020,61,0,0
1872-5120,2018,61,0,0
0178-8051,2019,61,6,0.09836065573770492
1177-1062,2020,61,0,0
1546-4261,2018,61,0,0
0361-6843,2018,61,0,0
0022-5061,2019,61,0,0
1077-5595,2019,61,0,0
0227-5910,2018,61,0,0
1092-7026,2018,61,0,0
0302-282X,2019,61,0,0
1522-2055,2018,61,0,0
0021-9894,2020,61,0,0
0020-8345,2019,61,0,0
2192-3183,2020,61,0,0
1866-2188,2018,61,0,0
1522-8916,2019,61,0,0
1529-7322,2019,61,0,0
0020-5893,2019,61,0,0
0959-3543,2019,61,0,0
1056-7895,2020,61,0,0
1176-7529,2018,61,1,0.01639344262295082
2041-4137,2018,61,0,0
0028-3045,2018,61,0,0
1078-0874,2019,61,0,0
2250-2106,2018,61,0,0
0167-7659,2019,61,3,0.04918032786885246
2522-0128,2020,61,0,0
1548-3568,2020,61,0,0
2041-1286,2019,61,0,0
0951-0605,2020,61,0,0
1863-0650,2019,61,0,0
1362-4806,2018,61,0,0
0013-189X,2019,61,0,0
1368-2822,2019,61,0,0
1470-8914,2020,61,1,0.01639344262295082
1019-6781,2019,61,1,0.01639344262295082
0931-2668,2020,61,4,0.06557377049180328
0036-8326,2019,61,0,0
0003-5815,2018,61,0,0
1382-4996,2018,61,0,0
1472-6696,2019,61,0,0
1552-4868,2018,61,0,0
0714-9808,2018,61,0,0
0091-8296,2020,61,0,0
1556-2646,2018,61,1,0.01639344262295082
1025-9112,2018,61,0,0
0916-7005,2019,61,1,0.01639344262295082
1862-6599,2020,61,0,0
0894-3796,2019,61,0,0
0037-5497,2019,61,0,0
0015-8208,2019,61,4,0.06557377049180328
1475-0961,2020,61,0,0
0264-5505,2020,61,1,0.01639344262295082
2347-3584,2019,61,0,0
0164-0291,2020,61,0,0
0047-2565,2018,61,0,0
1523-3855,2019,60,0,0
1613-5636,2018,60,0,0
0889-3268,2019,60,0,0
0266-0784,2020,60,0,0
0266-4909,2019,60,2,0.03333333333333333
2374-3832,2018,60,0,0
2296-4657,2019,60,0,0
1457-4969,2020,60,0,0
1538-7216,2019,60,0,0
1226-9239,2020,60,0,0
0971-9555,2019,60,0,0
0006-2928,2018,60,0,0
1094-3412,2018,60,0,0
0020-8566,2020,60,1,0.016666666666666666
1879-4912,2020,60,2,0.03333333333333333
2235-0640,2018,60,1,0.016666666666666666
0038-0199,2019,60,0,0
1087-8149,2020,60,0,0
0965-7576,2019,60,0,0
1094-3420,2019,60,8,0.13333333333333333
0020-8566,2019,60,0,0
0091-2174,2020,60,0,0
0145-7217,2018,60,0,0
0197-9183,2020,60,0,0
1536-867X,2018,60,0,0
1860-8965,2018,60,0,0
1474-7464,2018,60,0,0
0940-6360,2018,60,0,0
0030-3755,2020,60,0,0
2637-3726,2020,60,0,0
1747-9991,2020,60,0,0
1356-7500,2019,60,0,0
0007-1080,2018,60,1,0.016666666666666666
0007-0998,2020,60,0,0
1073-8584,2018,60,1,0.016666666666666666
0119-5646,2018,60,0,0
0938-8974,2020,60,4,0.06666666666666667
0269-283X,2018,60,1,0.016666666666666666
1869-408X,2018,60,3,0.05
1088-1913,2019,60,0,0
0734-0664,2020,60,0,0
1523-3804,2018,60,1,0.016666666666666666
1868-6478,2019,60,0,0
1096-4762,2020,60,1,0.016666666666666666
0020-9643,2018,60,0,0
1356-3467,2019,60,4,0.06666666666666667
0909-8836,2019,60,0,0
1389-9333,2018,60,0,0
1740-4754,2020,60,0,0
1671-3664,2019,60,1,0.016666666666666666
0954-1748,2018,60,0,0
1757-9759,2018,60,0,0
0936-2800,2018,60,0,0
0889-3047,2019,60,0,0
0009-8558,2018,60,1,0.016666666666666666
0931-2250,2018,60,0,0
2631-4541,2019,60,0,0
0938-7412,2018,60,0,0
0174-3635,2019,60,0,0
1492-6156,2020,60,0,0
0883-2919,2018,60,0,0
1522-8037,2018,60,0,0
0025-7273,2020,60,0,0
0013-0249,2018,60,0,0
0953-1513,2019,60,0,0
1971-4009,2018,60,0,0
0144-1647,2020,60,0,0
1356-3467,2018,60,1,0.016666666666666666
2472-5390,2018,60,0,0
0020-9643,2020,60,0,0
0046-8983,2019,60,0,0
0022-4308,2018,60,0,0
0309-3247,2018,60,0,0
0929-1903,2018,60,0,0
1350-231X,2018,60,0,0
0015-718X,2020,60,0,0
0810-5391,2018,60,0,0
0044-118X,2020,60,1,0.016666666666666666
2195-9595,2019,60,0,0
1435-246X,2019,60,2,0.03333333333333333
1566-113X,2018,60,1,0.016666666666666666
0090-6905,2020,60,0,0
1568-7767,2019,60,1,0.016666666666666666
0303-6898,2018,60,0,0
1363-4593,2019,60,0,0
1867-0725,2020,60,0,0
0895-5638,2020,60,0,0
1752-458X,2020,60,1,0.016666666666666666
1187-7863,2019,60,0,0
0264-6196,2020,60,0,0
0952-6951,2020,60,2,0.03333333333333333
1975-9479,2019,60,0,0
0020-8590,2020,60,0,0
2199-241X,2019,60,1,0.016666666666666666
1874-6306,2018,60,0,0
0974-9284,2019,60,0,0
0925-2738,2020,60,5,0.08333333333333333
1943-0779,2019,60,0,0
1369-1481,2018,60,1,0.016666666666666666
0167-5923,2019,60,0,0
0300-3256,2019,60,1,0.016666666666666666
1750-6980,2020,60,2,0.03333333333333333
2349-3003,2019,60,0,0
0195-6086,2018,60,0,0
0970-4140,2019,60,0,0
1461-4456,2020,60,0,0
0970-3950,2019,60,0,0
1866-7910,2020,60,0,0
0018-2680,2018,60,0,0
0020-2754,2020,60,1,0.016666666666666666
0096-140X,2019,60,0,0
0092-055X,2018,60,0,0
0165-5515,2018,60,0,0
1463-1377,2019,60,1,0.016666666666666666
0035-4511,2019,60,2,0.03333333333333333
1381-2890,2020,60,0,0
0391-9714,2019,60,1,0.016666666666666666
1553-6610,2019,60,0,0
1672-6421,2018,60,0,0
0019-4964,2019,60,0,0
0168-7433,2018,60,10,0.16666666666666666
1942-602X,2019,60,0,0
1639-4488,2020,60,2,0.03333333333333333
1976-7633,2018,60,0,0
0142-4319,2019,60,3,0.05
1556-3758,2018,60,0,0
0883-2323,2020,60,0,0
1367-0069,2018,60,0,0
0023-656X,2018,60,1,0.016666666666666666
0007-1080,2019,60,1,0.016666666666666666
1539-1604,2019,60,1,0.016666666666666666
1012-6902,2020,60,1,0.016666666666666666
0964-5284,2019,60,0,0
1479-5914,2020,60,0,0
0011-3921,2018,60,2,0.03333333333333333
1568-7759,2020,60,1,0.016666666666666666
2049-1948,2018,60,2,0.03333333333333333
1556-3316,2019,60,0,0
0944-2502,2019,60,0,0
0304-3843,2018,60,6,0.1
1054-8408,2019,59,0,0
0192-5121,2019,59,0,0
0036-6803,2020,59,0,0
1362-4806,2019,59,0,0
1610-2894,2019,59,0,0
0020-1812,2019,59,0,0
1865-0473,2019,59,0,0
0032-8332,2018,59,0,0
0889-048X,2018,59,0,0
0897-6546,2020,59,0,0
0960-7773,2018,59,0,0
0305-9049,2019,59,0,0
0745-5194,2018,59,0,0
1077-6958,2020,59,0,0
0732-8818,2020,59,0,0
1364-985X,2019,59,0,0
1753-495X,2018,59,0,0
1080-0549,2018,59,0,0
1552-4949,2019,59,2,0.03389830508474576
1360-2381,2020,59,0,0
1757-7780,2018,59,3,0.05084745762711865
2058-8585,2020,59,4,0.06779661016949153
0735-6331,2018,59,0,0
1539-2791,2018,59,3,0.05084745762711865
2364-4974,2019,59,0,0
1363-6669,2019,59,0,0
0011-1287,2019,59,1,0.01694915254237288
1613-7817,2018,59,0,0
1530-7905,2018,59,1,0.01694915254237288
0929-5593,2020,59,7,0.11864406779661017
0013-0915,2019,59,1,0.01694915254237288
0002-9246,2020,59,0,0
0309-1333,2020,59,1,0.01694915254237288
1387-974X,2019,59,1,0.01694915254237288
1748-5983,2019,59,0,0
1615-5262,2019,59,5,0.0847457627118644
1672-6421,2020,59,0,0
0030-770X,2020,59,0,0
0304-4130,2020,59,6,0.1016949152542373
1069-3629,2018,59,0,0
0261-927X,2019,59,2,0.03389830508474576
0767-3701,2018,59,1,0.01694915254237288
0018-246X,2018,59,0,0
1139-6709,2019,59,0,0
1754-0194,2020,59,0,0
0091-4150,2020,59,0,0
0146-1079,2018,59,0,0
0732-8818,2019,59,1,0.01694915254237288
0143-9782,2019,59,0,0
0949-1775,2018,59,0,0
0361-3666,2020,59,1,0.01694915254237288
2157-6904,2018,59,4,0.06779661016949153
2367-2501,2019,59,0,0
2662-253X,2019,59,0,0
1479-4098,2018,59,0,0
0177-7963,2019,59,0,0
0039-8322,2020,59,0,0
1066-8888,2019,59,4,0.06779661016949153
1099-3460,2019,59,0,0
2573-8488,2019,59,0,0
0010-4140,2018,59,0,0
0002-5240,2019,59,1,0.01694915254237288
1094-3412,2020,59,0,0
1742-7355,2018,59,0,0
0734-0168,2019,59,0,0
0950-4222,2018,59,1,0.01694915254237288
0021-9029,2018,59,0,0
1468-7941,2019,59,2,0.03389830508474576
0096-140X,2018,59,0,0
2049-1573,2020,59,0,0
1530-7905,2020,59,0,0
1389-4420,2019,59,3,0.05084745762711865
0013-0249,2020,59,0,0
0734-2829,2018,59,0,0
1466-7681,2020,59,0,0
0892-9912,2019,59,0,0
0934-6694,2019,59,0,0
0966-0879,2020,59,0,0
0145-4455,2019,59,0,0
1350-4126,2020,59,0,0
2277-9078,2020,59,0,0
1661-5751,2018,59,0,0
2199-3823,2020,59,2,0.03389830508474576
0971-3611,2019,59,0,0
1097-3923,2019,59,0,0
0938-8990,2018,59,0,0
1120-9879,2019,59,0,0
0023-2653,2018,59,0,0
0269-994X,2019,59,0,0
1530-7905,2019,59,0,0
1044-8136,2018,59,0,0
0022-4901,2018,59,1,0.01694915254237288
0021-8286,2019,59,2,0.03389830508474576
1074-2484,2019,59,0,0
1550-1906,2020,59,0,0
0743-9156,2018,59,0,0
0936-2800,2019,59,0,0
2051-6967,2019,59,0,0
1867-0202,2018,59,2,0.03389830508474576
0277-7037,2020,59,1,0.01694915254237288
0142-5242,2019,58,0,0
0169-5983,2020,58,0,0
0081-2463,2020,58,0,0
0146-6216,2018,58,0,0
1099-8004,2018,58,0,0
2578-1863,2020,58,0,0
1061-1991,2019,58,0,0
1617-9447,2020,58,0,0
1352-4739,2019,58,2,0.034482758620689655
1096-4762,2019,58,0,0
0486-6134,2020,58,0,0
1861-3829,2018,58,3,0.05172413793103448
0040-5833,2019,58,0,0
1556-4959,2019,58,5,0.08620689655172414
0142-7237,2020,58,3,0.05172413793103448
1077-5587,2020,58,0,0
2515-4184,2019,58,1,0.017241379310344827
1874-8953,2020,58,3,0.05172413793103448
1087-8149,2019,58,0,0
1932-2259,2018,58,0,0
1532-673X,2018,58,0,0
1671-9433,2018,58,0,0
1591-8890,2019,58,0,0
2577-7408,2019,58,3,0.05172413793103448
0264-5505,2018,58,0,0
1384-5810,2020,58,3,0.05172413793103448
1531-2445,2019,58,0,0
0018-019X,2018,58,2,0.034482758620689655
1386-6141,2018,58,1,0.017241379310344827
0929-189X,2020,58,1,0.017241379310344827
1567-567X,2020,58,0,0
1530-9576,2018,58,0,0
0164-0313,2018,58,5,0.08620689655172414
1738-2696,2019,58,0,0
0038-1527,2019,58,0,0
1863-5466,2020,58,0,0
1479-4098,2019,58,0,0
1474-4740,2018,58,0,0
1878-5158,2020,58,2,0.034482758620689655
1749-4869,2018,58,1,0.017241379310344827
0968-5243,2018,58,3,0.05172413793103448
1540-3009,2020,58,0,0
1560-8115,2020,58,0,0
1054-6006,2020,58,1,0.017241379310344827
1520-3247,2020,58,0,0
1097-6736,2018,58,0,0
0269-0942,2019,58,0,0
1134-3060,2018,58,0,0
1074-1542,2019,58,0,0
2476-1249,2019,58,2,0.034482758620689655
1085-9195,2020,58,0,0
2199-9260,2020,58,0,0
1542-3050,2019,58,0,0
0391-9714,2018,58,1,0.017241379310344827
0008-414X,2018,58,2,0.034482758620689655
1567-9764,2020,58,1,0.017241379310344827
2516-1067,2020,58,3,0.05172413793103448
1752-1963,2018,58,0,0
0894-3257,2020,58,1,0.017241379310344827
0957-7572,2018,58,0,0
1566-4910,2018,58,0,0
0028-1522,2019,58,0,0
0008-0624,2018,58,1,0.017241379310344827
0896-0267,2020,58,4,0.06896551724137931
1976-7633,2020,58,0,0
1063-3995,2019,58,0,0
0925-2738,2018,58,8,0.13793103448275862
1042-9832,2019,58,4,0.06896551724137931
0008-4085,2020,58,0,0
2196-2952,2019,58,0,0
1735-6865,2020,58,0,0
1066-4807,2019,58,0,0
1362-1688,2019,58,0,0
2035-5106,2020,58,0,0
1038-5282,2018,58,0,0
1138-7548,2019,58,0,0
1727-7191,2019,58,0,0
0015-718X,2018,58,0,0
1463-9491,2018,58,0,0
0045-0421,2019,58,0,0
1096-3480,2019,58,0,0
1542-3050,2018,58,0,0
0378-620X,2019,58,0,0
1083-5601,2019,58,0,0
2522-0128,2019,58,0,0
0894-0959,2019,58,0,0
0167-5923,2020,58,1,0.017241379310344827
1867-0520,2020,58,0,0
0268-1064,2018,58,2,0.034482758620689655
2380-0844,2018,58,0,0
1861-6755,2019,58,0,0
1049-6491,2020,58,0,0
1478-3363,2020,58,0,0
0146-1044,2020,58,0,0
0039-8322,2018,58,0,0
1758-0854,2020,58,0,0
0162-2439,2019,58,2,0.034482758620689655
0963-5483,2020,58,8,0.13793103448275862
0309-8249,2018,58,0,0
1205-8629,2019,58,0,0
1446-9235,2018,58,0,0
1753-0350,2019,58,2,0.034482758620689655
1092-7697,2020,58,0,0
1557-1858,2019,58,0,0
1757-7780,2020,58,6,0.10344827586206896
0011-0000,2020,58,0,0
0031-0239,2020,58,9,0.15517241379310345
2358-1883,2020,58,0,0
0142-5463,2018,58,0,0
1613-981X,2019,58,1,0.017241379310344827
1470-269X,2018,58,1,0.017241379310344827
1868-2529,2020,57,2,0.03508771929824561
0142-7164,2019,57,0,0
0269-9648,2019,57,0,0
2326-3768,2019,57,0,0
0927-5940,2019,57,2,0.03508771929824561
1022-1344,2020,57,0,0
2049-8470,2018,57,1,0.017543859649122806
1863-2297,2020,57,4,0.07017543859649122
0376-835X,2019,57,0,0
1868-4297,2018,57,0,0
1360-6743,2020,57,0,0
0968-3445,2020,57,1,0.017543859649122806
0300-3256,2020,57,1,0.017543859649122806
1073-9688,2020,57,0,0
1938-9507,2019,57,0,0
1874-270X,2019,57,1,0.017543859649122806
0893-6692,2020,57,0,0
0271-0633,2020,57,0,0
0049-1241,2019,57,1,0.017543859649122806
1354-0661,2019,57,3,0.05263157894736842
1942-7786,2020,57,0,0
0022-2267,2020,57,1,0.017543859649122806
1542-3050,2020,57,0,0
1343-8786,2020,57,0,0
0734-2829,2019,57,0,0
1556-9039,2019,57,0,0
0192-5121,2020,57,3,0.05263157894736842
2049-8470,2020,57,0,0
0269-994X,2020,57,0,0
1865-0333,2018,57,0,0
1021-9722,2020,57,0,0
0324-4652,2020,57,0,0
1052-9276,2019,57,0,0
2163-0097,2020,57,0,0
1941-8744,2019,57,0,0
2509-9434,2019,57,0,0
0178-8051,2020,57,7,0.12280701754385964
0969-6970,2020,57,1,0.017543859649122806
0960-3174,2020,57,2,0.03508771929824561
1759-1961,2018,57,0,0
1073-6085,2020,57,0,0
2363-8338,2020,57,0,0
0031-2789,2018,57,0,0
0250-8060,2019,57,1,0.017543859649122806
0022-5363,2018,57,0,0
1492-7535,2018,57,0,0
0887-8250,2019,57,0,0
1040-726X,2019,57,1,0.017543859649122806
0735-3936,2018,57,0,0
0194-3081,2020,57,0,0
1468-3857,2019,57,1,0.017543859649122806
1934-2659,2020,57,0,0
1523-3855,2018,57,0,0
2574-9870,2018,57,0,0
1757-7004,2018,57,2,0.03508771929824561
1868-1743,2018,57,1,0.017543859649122806
0272-4316,2019,57,1,0.017543859649122806
1354-8565,2018,57,0,0
0002-5240,2020,57,0,0
1475-0961,2018,57,0,0
1468-7941,2018,57,1,0.017543859649122806
0030-770X,2018,57,0,0
0925-4560,2019,57,2,0.03508771929824561
1045-6740,2020,57,1,0.017543859649122806
1752-1963,2020,57,0,0
0197-9183,2019,57,3,0.05263157894736842
1932-8451,2019,57,3,0.05263157894736842
1757-1782,2020,57,0,0
1873-9601,2018,57,0,0
0745-5194,2019,57,1,0.017543859649122806
1569-4445,2020,57,0,0
1178-2595,2019,57,0,0
2509-9949,2018,57,0,0
0014-0309,2020,57,0,0
0963-8180,2020,57,0,0
1754-470X,2020,57,0,0
0894-8453,2020,57,0,0
1054-6006,2018,57,0,0
0092-055X,2019,57,0,0
1402-2001,2019,57,1,0.017543859649122806
1138-7548,2020,57,0,0
0017-0895,2020,57,0,0
0261-0183,2018,57,0,0
0896-0267,2019,57,3,0.05263157894736842
1862-6599,2018,57,0,0
2051-672X,2018,57,0,0
0021-1214,2018,57,0,0
1872-8847,2020,57,1,0.017543859649122806
0251-4184,2018,57,1,0.017543859649122806
1322-7130,2020,57,0,0
1025-3866,2018,57,0,0
0564-3295,2019,57,0,0
0021-9347,2020,57,0,0
1055-7148,2020,57,1,0.017543859649122806
0300-3256,2018,57,0,0
0034-6764,2019,57,0,0
1661-8270,2018,57,1,0.017543859649122806
0094-8373,2018,57,0,0
0174-1578,2018,57,0,0
1079-2724,2020,57,0,0
1532-3005,2019,57,0,0
1546-4261,2020,57,0,0
1386-7423,2018,57,1,0.017543859649122806
1359-107X,2018,57,0,0
0304-324X,2020,57,0,0
0739-8913,2019,57,0,0
1246-0125,2020,57,0,0
0094-8373,2020,57,0,0
0952-9136,2020,57,0,0
1091-5818,2018,57,0,0
0010-3640,2019,57,5,0.08771929824561403
0976-4348,2018,57,0,0
1384-5810,2019,57,2,0.03508771929824561
0969-997X,2018,57,2,0.03508771929824561
0145-7217,2019,57,0,0
1742-3600,2020,57,1,0.017543859649122806
1478-2103,2019,57,0,0
0018-246X,2019,57,0,0
2296-5416,2018,57,0,0
1077-5595,2020,57,0,0
1544-1873,2019,57,0,0
0170-6012,2018,57,0,0
1022-0461,2019,56,0,0
1420-2026,2018,56,2,0.03571428571428571
0733-3188,2020,56,0,0
1619-1366,2018,56,3,0.05357142857142857
0020-8523,2020,56,1,0.017857142857142856
2471-5638,2019,56,0,0
0007-0998,2019,56,0,0
2305-221X,2018,56,1,0.017857142857142856
1122-1151,2020,56,0,0
0024-1164,2020,56,1,0.017857142857142856
0015-8208,2018,56,5,0.08928571428571429
0938-1287,2019,56,1,0.017857142857142856
0954-1020,2019,56,1,0.017857142857142856
0012-155X,2020,56,2,0.03571428571428571
1351-0487,2019,56,0,0
1463-1652,2018,56,0,0
0378-7346,2020,56,0,0
0027-4321,2018,56,0,0
0047-2468,2018,56,0,0
0261-0183,2019,56,0,0
2296-4657,2020,56,1,0.017857142857142856
1938-9655,2020,56,0,0
1024-2694,2020,56,0,0
1432-4350,2020,56,4,0.07142857142857142
1743-8721,2020,56,0,0
1682-1769,2018,56,0,0
1866-2250,2020,56,0,0
0022-0574,2020,56,0,0
1092-8472,2020,56,0,0
2051-6967,2018,56,0,0
1323-3580,2020,56,5,0.08928571428571429
1099-095X,2018,56,2,0.03571428571428571
1138-7416,2020,56,0,0
1867-4305,2018,56,0,0
1865-0333,2019,56,0,0
0301-634X,2019,56,3,0.05357142857142857
1053-1890,2019,56,0,0
0936-9937,2020,56,2,0.03571428571428571
0011-1562,2018,56,0,0
1478-3967,2020,56,1,0.017857142857142856
1523-3804,2019,56,0,0
1757-7780,2019,56,5,0.08928571428571429
1549-6325,2018,56,4,0.07142857142857142
0735-6331,2020,56,0,0
0931-8658,2018,56,0,0
1351-0487,2018,56,1,0.017857142857142856
1049-7315,2019,56,0,0
0194-4363,2018,56,0,0
0892-0206,2020,56,0,0
1740-8776,2018,56,1,0.017857142857142856
0025-5793,2019,56,1,0.017857142857142856
0026-1335,2019,56,0,0
1869-408X,2020,56,0,0
0143-6244,2018,56,0,0
2197-9847,2018,56,4,0.07142857142857142
1234-1983,2018,56,0,0
1935-2611,2019,56,0,0
0393-5965,2020,56,1,0.017857142857142856
0956-618X,2020,56,0,0
0025-8024,2019,56,0,0
0440-9213,2020,56,0,0
1868-7865,2018,56,1,0.017857142857142856
0926-2601,2019,56,0,0
0378-5866,2018,56,0,0
0033-2968,2019,56,0,0
0303-6898,2019,56,1,0.017857142857142856
0003-1313,2019,56,0,0
0022-0221,2020,56,1,0.017857142857142856
0264-2069,2019,56,0,0
1432-4350,2019,56,3,0.05357142857142857
0883-7252,2019,56,1,0.017857142857142856
2167-6968,2019,56,0,0
1612-9059,2019,56,0,0
0075-5974,2018,56,0,0
1368-4302,2018,56,2,0.03571428571428571
1936-1521,2019,56,0,0
1084-4309,2020,56,0,0
0923-4861,2018,56,0,0
0020-8523,2018,56,2,0.03571428571428571
0261-1929,2018,56,0,0
0921-9668,2018,56,0,0
0036-8326,2018,56,0,0
2167-583X,2020,56,0,0
0305-9049,2020,56,0,0
0194-472X,2020,56,0,0
0038-4038,2018,56,0,0
0263-7758,2020,56,0,0
1868-3967,2019,56,1,0.017857142857142856
0840-4704,2018,56,0,0
0013-1644,2019,56,0,0
0020-8590,2018,56,1,0.017857142857142856
0916-7005,2018,56,0,0
1078-0874,2020,56,0,0
1386-7423,2019,56,1,0.017857142857142856
0167-7659,2018,56,1,0.017857142857142856
0021-8863,2020,56,0,0
1751-2816,2019,56,0,0
0305-6244,2020,56,0,0
0022-5061,2018,56,0,0
0043-5341,2018,55,0,0
2366-5963,2020,55,0,0
1479-2443,2018,55,1,0.01818181818181818
1524-8380,2018,55,0,0
0022-4308,2020,55,0,0
0967-1994,2018,55,0,0
1471-0684,2019,55,4,0.07272727272727272
2095-1698,2019,55,0,0
0022-2844,2018,55,1,0.01818181818181818
0289-0771,2019,55,0,0
1097-3923,2018,55,0,0
0036-0279,2019,55,0,0
1549-6325,2019,55,7,0.12727272727272726
0144-1647,2018,55,2,0.03636363636363636
0251-3625,2019,55,0,0
1868-2529,2018,55,0,0
1015-5759,2018,55,1,0.01818181818181818
2190-5452,2018,55,0,0
1612-4782,2020,55,1,0.01818181818181818
2523-3653,2019,55,0,0
1364-985X,2020,55,0,0
0939-5911,2020,55,0,0
1616-3443,2018,55,0,0
1431-0651,2020,55,0,0
2235-0640,2019,55,1,0.01818181818181818
0265-0665,2020,55,0,0
1601-5029,2020,55,0,0
0007-6503,2020,55,0,0
0263-0338,2020,55,3,0.05454545454545454
0391-9714,2020,55,0,0
1613-9372,2019,55,0,0
1086-1718,2018,55,0,0
1057-5677,2018,55,0,0
0939-5911,2019,55,0,0
1598-1037,2018,55,0,0
0143-9782,2018,55,0,0
0934-6694,2018,55,0,0
0261-3875,2018,55,1,0.01818181818181818
2509-3304,2018,55,0,0
1036-1073,2019,55,0,0
0825-8597,2019,55,0,0
1477-8238,2018,55,0,0
1478-3363,2019,55,0,0
1381-2386,2018,55,1,0.01818181818181818
0921-2728,2020,55,0,0
0906-6691,2020,55,1,0.01818181818181818
0013-0249,2019,55,0,0
0275-5408,2018,55,1,0.01818181818181818
0022-4537,2019,55,0,0
0162-2439,2020,55,2,0.03636363636363636
0022-0221,2019,55,0,0
0926-2644,2018,55,0,0
1610-2894,2018,55,0,0
1567-2379,2018,55,0,0
0889-938X,2020,55,2,0.03636363636363636
1476-3435,2019,55,0,0
0164-0313,2020,55,3,0.05454545454545454
0008-4298,2018,55,0,0
1340-6000,2020,55,0,0
0936-2800,2020,55,0,0
1360-7456,2020,55,0,0
0141-8211,2018,55,0,0
0021-1400,2020,55,0,0
1122-1151,2019,55,1,0.01818181818181818
0932-8092,2019,55,1,0.01818181818181818
0028-1522,2020,55,0,0
0938-7412,2019,55,0,0
0969-7128,2018,55,1,0.01818181818181818
0190-292X,2019,55,2,0.03636363636363636
1074-1542,2018,55,0,0
1226-3192,2019,55,0,0
0008-4174,2019,55,0,0
2364-4141,2019,55,0,0
0001-8244,2018,55,0,0
0970-3950,2020,55,0,0
1420-2026,2020,55,1,0.01818181818181818
0255-7614,2019,55,0,0
1474-4740,2020,55,0,0
2199-384X,2019,55,1,0.01818181818181818
1748-3131,2018,55,0,0
1389-5753,2020,55,0,0
1591-8890,2018,55,0,0
1863-9038,2019,55,0,0
1024-2694,2019,55,0,0
1092-8480,2018,55,0,0
1572-8315,2020,55,0,0
1018-8665,2018,55,0,0
0888-3254,2018,55,0,0
2662-1746,2020,55,0,0
2363-5037,2019,55,0,0
0954-1020,2018,55,0,0
0026-7902,2018,55,0,0
1862-7072,2019,55,0,0
1479-4098,2020,55,0,0
0197-5897,2020,55,0,0
0887-378X,2018,55,0,0
1865-5025,2020,55,0,0
1661-8270,2020,55,4,0.07272727272727272
1932-4502,2018,55,0,0
